"","Reference.Type","Record.Number","Author","Year","Title","Journal","Volume","Issue","Pages","Short.Title","Label","Editor","Book.Title","City","Publisher","Short.Title..A.new.bat..Chiroptera","Date","Number.of.Pages","Academic.Department","University","Advisor","Thesis.Type","Series.Title","Notes","Last.Update.Date","Type.of.Medium","URL","Accession.Number","Series.Editor"
"75"," Journal Article","1207","V. J. Maglio","1966","A revision of the fossil selenodont artiodactyls from the middle Miocene Thomas Farm, Gilchrist County, Florida","Breviora","255",NA,"1-27","A revision of the fossil selenodont artiodactyls from the middle Miocene Thomas Farm, Gilchrist County, Florida","1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76"," Journal Article","1206","J. A. Baskin","1986","The late Miocene radiation of neotropical sigmodontine rodents in North America","Contributions to Geology, University of Wyoming, Special Paper","3",NA,"287-303","The late Miocene radiation of neotropical sigmodontine rodents in North America","1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77"," Journal Article","1205","C. C. Black","1963b","Miocene rodents from the Thomas Farm local fauna, Florida","Bulletin of the Museum of Comparative Zoology, Harvard University","128","11","483-501","Miocene rodents from the Thomas Farm local fauna, Florida","1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78"," Journal Article","1204","N. J. Czaplewski and G. S. Morgan","2000","A new vespertilionid bat (Mammalia; Chiroptera) from the early Miocene (Hemingfordian) of Florida, USA","Journal of Vertebrate Paleontology","20","4","736-742","A new vespertilionid bat (Mammalia; Chiroptera) from the early Miocene (Hemingfordian) of Florida, USA","1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79"," Journal Article","1203","B. Lawrence","1943","Miocene bat remains from Florida, with notes on the generic characters of the humerus of bats","Journal of Mammalogy","24","3","356-369","Miocene bat remains from Florida, with notes on the generic characters of the humerus of bats","1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80"," Journal Article","1202","S. J. Olsen","1957c","Leptarctines from the Florida Miocene (Carnivora, Mustelidae)","American Museum Novitates","1861",NA,"1-7","Leptarctines from the Florida Miocene (Carnivora, Mustelidae)","1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81"," Journal Article","1201","S. J. Olsen","1957b","The lower dentition of Mephititaxus ancipidens from the Florida Miocene","Journal of Mammalogy","38","4","452-454","The lower dentition of Mephititaxus ancipidens from the Florida Miocene","1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82"," Journal Article","1200","S. J. Olsen","1956b","A small mustelid from the Thomas Farm Miocene","Breviora","51",NA,"1-5","A small mustelid from the Thomas Farm Miocene","1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83"," Journal Article","1199","S. J. Olsen","1958b","Some problematic carnivores from the Florida Miocene","Journal of Paleontology","32","3","595-602","Some problematic carnivores from the Florida Miocene","1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84"," Journal Article","1198","S. J. Olsen","1956a","The Caninae of the Thomas Farm Miocene","Breviora","66",NA,"1-12","The Caninae of the Thomas Farm Miocene","1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85"," Journal Article","1197","S. J. Olsen","1962","The Thomas Farm fossil quarry","Journal of the Florida Academy of Sciences","25","2","142-146","The Thomas Farm fossil quarry","1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86"," Journal Article","1196","S. J. Olsen","1958a","The fossil carnivore Amphicyon intermedius from the Thomas Farm Miocene, Part I; skull and dentition","Bulletin of the Museum of Comparative Zoology at Harvard College","118","4","157-172","The fossil carnivore Amphicyon intermedius from the Thomas Farm Miocene, Part I; skull and dentition","1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87"," Journal Article","1195","T. E. White","1942a","The lower Miocene mammal fauna of Florida","Bulletin of the Museum of Comparative Zoölogy at Harvard College","42","1","1-49","The lower Miocene mammal fauna of Florida","1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88"," Journal Article","1194","T. E. White","1947","Additions to the Miocene fauna of north Florida","Bulletin of the Museum of Comparative Zoölogy at Harvard College","99","4","497-515","Additions to the Miocene fauna of north Florida","1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89"," Journal Article","1193","T. E. White","1941a","Additions to the Miocene fauna of Florida","Proceedings of the New England Zoölogical Club","18",NA,"91-98","Additions to the Miocene fauna of Florida","1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90"," Journal Article","1192","T. E. White","1940","New Miocene vertebrates from Florida","Proceedings of the New England Zoölogical Club","18",NA,"31-38","New Miocene vertebrates from Florida","1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91"," Journal Article","1191","A. E. Pratt","1989","Taphonomy of the microvertebrate fauna from the early Miocene Thomas Farm locality, Florida (U.S.A.)","Palaeogeography, Palaeoclimatology, Palaeoecology","76",NA,"125-151","Taphonomy of the microvertebrate fauna from the early Miocene Thomas Farm locality, Florida (U.S.A.)","1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92"," Journal Article","1190","A. E. Pratt","1990","Taphonomy of the large vertebrate fauna from the Thomas Farm locality (Miocene, Hemingfordian), Gilchrist County, Florida","Bulletin of the Florida Museum of Natural History","35","2","35-130","Taphonomy of the large vertebrate fauna from the Thomas Farm locality (Miocene, Hemingfordian), Gilchrist County, Florida","1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93"," Journal Article","1189","J. L. Hochstein","2007","A new species of Zodiolestes (Mammalia, Mustelidae) from the early Miocene of Florida","Journal of Vertebrate Paleontology","27","2","532-534","A new species of Zodiolestes (Mammalia, Mustelidae) from the early Miocene of Florida","1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94"," Journal Article","1188","R. J. Emry and W. W. Korth","2007","A new genus of squirrel (Rodentia, Sciuridae) from the mid-Cenozoic of North America","Journal of Vertebrate Paleontology","27","3","693-698","A new genus of squirrel (Rodentia, Sciuridae) from the mid-Cenozoic of North America","1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95"," Journal Article","1187","W. D. Lambert","2007","New tetralophodont gomphothere material from Nebraska and its implications for the status of North American Tetralophodon","Journal of Vertebrate Paleontology","27","3","676-682","New tetralophodont gomphothere material from Nebraska and its implications for the status of North American Tetralophodon","1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96"," Journal Article","1186","W. W. Korth","2007a","A new species of Ansomys (Rodentia, Aplodontidae) from the late Oligocene (latest Whitneyan-eaerliest Arikareean) of South Dakota","Journal of Vertebrate Paleontology","27","3","740-743","A new species of Ansomys (Rodentia, Aplodontidae) from the late Oligocene (latest Whitneyan-eaerliest Arikareean) of South Dakota","1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97"," Journal Article","1185","S. J. Olsen","1963","An upper Miocene fossil locality in north Florida","Quarterly Journal of the Florida Academy of Sciences","26","4","308-314","An upper Miocene fossil locality in north Florida","1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98"," Journal Article","1184","A. E. Wood","1932","New heteromyid rodents from the Miocene of Florida","Florida State Geological Survey Bulletin","10",NA,"45-51","New heteromyid rodents from the Miocene of Florida","1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99"," Journal Article","1183","B. J. MacFadden, J. D. Bryant and P. A. Mueller","1991","Sr-isotopic, paleomagnetic, and biostratigraphic calibration of horse evolution; evidence from the Miocene of Florida","Geology","19",NA,"242-245","Sr-isotopic, paleomagnetic, and biostratigraphic calibration of horse evolution; evidence from the Miocene of Florida","1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100"," Journal Article","1182","G. G. Simpson","1932","Miocene land mammals from Florida","Florida State Geological Survey Bulletin","10",NA,"7-41","Miocene land mammals from Florida","1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101"," Journal Article","1181","E. H. Sellards","1916","Fossil vertabrates from Florida; a new Miocene fauna; new Pliocene species; the Pleistocene fauna","Florida State Geological Survey","8",NA,"77-120","Fossil vertabrates from Florida; a new Miocene fauna; new Pliocene species; the Pleistocene fauna","1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102"," Journal Article","1180","S. J. Olsen","1964b","Vertebrate correlations and Miocene stratigraphy of north Florida fossil localities","Journal of Paleontology","38","3","600-604","Vertebrate correlations and Miocene stratigraphy of north Florida fossil localities","1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103"," Journal Article","1179","S. J. Olsen","1964a","The stratigraphic importance of a lower Miocene vertebrate fauna from north Florida","Journal of Paleontology","38","3","477-482","The stratigraphic importance of a lower Miocene vertebrate fauna from north Florida","1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104"," Journal Article","1178","J. D. Bryant, B. J. MacFadden and P. A. Mueller","1992","Improved chronologic resolution of the Hawthorn and the Alum Bluff Groups in nothern Florida; implications for Miocene stratigraphy","Geological Society of America Bulletin","104",NA,"208-218","Improved chronologic resolution of the Hawthorn and the Alum Bluff Groups in nothern Florida; implications for Miocene stratigraphy","1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105"," Journal Article","1177","E. H. Colbert","1932","Aphelops from the Hawthorn Formation of Florida","Florida State Geological Survey","10",NA,"55-58","Aphelops from the Hawthorn Formation of Florida","1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106"," Journal Article","1176","D. S. Jones, P. A. Mueller, D. A. Hodell and L. A. Stanley","1993","87Sr/86Sr geochronology of Oligocene and Miocene strata in Florida","Florida Geological Survey, Special Publication","37",NA,"55-66","87Sr/86Sr geochronology of Oligocene and Miocene strata in Florida","1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107"," Journal Article","1175","B. J. MacFadden","1980","An early Miocene land mammal (Oreodonta) from a marine limestone in northern Florida","Journal of Paleontology","54","1","93-101","An early Miocene land mammal (Oreodonta) from a marine limestone in northern Florida","1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108"," Journal Article","1174","B. J. MacFadden and G. S. Morgan","2003","New oreodont (Mammalia, Artiodactyla) from the late Oligocene (early Arikareean) of Florida","Bulletin of the American Museum of Natural History","279",NA,"368-396","New oreodont (Mammalia, Artiodactyla) from the late Oligocene (early Arikareean) of Florida","1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109"," Journal Article","1173","G. S. Morgan","1989","Miocene vertebrate faunas from the Suwannee River Basin of north Florida and south Georgia","Southeastern Geological Society Guidebook","30",NA,"26-53","Miocene vertebrate faunas from the Suwannee River Basin of north Florida and south Georgia","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110"," Journal Article","1172","T. H. Patton","1967","Oligocene and Miocene vertebrates from central Florida","Southeastern Geological Society Guidebook","13",NA,"3-10","Oligocene and Miocene vertebrates from central Florida","1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111"," Journal Article","1171","D. Frailey","1978","An early Miocene (Arikareean) fauna from northcentral Florida (the SB-1A local fauna)","Occasional Papers of the Museum of Natural History, The University of Kansas","75",NA,"1-20","An early Miocene (Arikareean) fauna from northcentral Florida (the SB-1A local fauna)","1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112"," Journal Article","1170","R. A. Martin","2003","Biochronology of latest Miocene through Pleistocene arvicolid rodents from the central Great Plains of North America","Coloquios de Paleontología","1",NA,"373-383","Biochronology of latest Miocene through Pleistocene arvicolid rodents from the central Great Plains of North America","1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113"," Journal Article","1169","S. J. Olsen","1957a","A new beak-jawed mastodont from Florida","Journal of the Palaeontological Society of India","2",NA,"131-135","A new beak-jawed mastodont from Florida","1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114"," Journal Article","1168","R. C. Hulbert, Jr.","1987b","A new Cormohipparion (Mammalia, Equidae) from the Pliocene (latest Hemphillian and Blancan) of Florida","Journal of Vertebrate Paleontology","7","4","451-468","A new Cormohipparion (Mammalia, Equidae) from the Pliocene (latest Hemphillian and Blancan) of Florida","1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115"," Journal Article","1167","R. C. Hulbert, Jr.","1993","Late Miocene Nannippus (Mammalia; Perissodactyla) from Florida, with a description of the smallest hipparionine horse","Journal of Vertebrate Paleontology","13","3","350-366","Late Miocene Nannippus (Mammalia; Perissodactyla) from Florida, with a description of the smallest hipparionine horse","1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116"," Journal Article","1166","E. D. Cope","1889","A review of the North American species of Hippotherium","Proceedings of the American Philosophical Society","26","130","429-458","A review of the North American species of Hippotherium","1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117"," Journal Article","1165","J. W. Gidley","1906","New or little known mammals from the Miocene of South Dakota.  Part IV.  Equidae","Bulletin of the American Museum of Natural History","22",NA,"135-154","New or little known mammals from the Miocene of South Dakota.  Part IV.  Equidae","1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118"," Journal Article","1164","A. E. Pratt and G. S. Morgan","1989","New Sciuridae (Mammalia; Rodentia) from the early Miocene Thomas Farm local fauna, Florida","Journal of Vertebrate Paleontology","9","1","89-100","New Sciuridae (Mammalia; Rodentia) from the early Miocene Thomas Farm local fauna, Florida","1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119"," Journal Article","1163","G. S. Morgan and N. J. Czaplewski","2003","A new bat (Chiroptera; Natalidae) from the early Miocene of Florida, with comments on natalid phylogeny","Journal of Mammalogy","84","2","729-752",NA,"1240",NA,NA,NA,NA,"Natalidae) from the early Miocene of Florida, with comments on natalid phylogeny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120"," Journal Article","1162","G. S. Morgan and A. E. Pratt","1988","An early Miocene (late Hemingfordian) vertebrate fauna from Brooks Sink, Bradford County, Florida","Southeastern Geological Society Guidebook","29",NA,"53-69","An early Miocene (late Hemingfordian) vertebrate fauna from Brooks Sink, Bradford County, Florida","1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121"," Journal Article","1161","G. G. Simpson","1930","Tertiary land mammals of Florida","Bulletin of the American Museum of Natural History","59","3","149-211","Tertiary land mammals of Florida","1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122"," Journal Article","1160","T. H. Patton","1969b","An Oligocene land vertebrate fauna from Florida","Journal of Paleontology","43","2","543-546","An Oligocene land vertebrate fauna from Florida","1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123"," Journal Article","1159","F. G. Hayes","2000","The Brooksville 2 local fauna (Arikareean, latest Oligocene); Hernando County, Florida","Bulletin of the Florida Museum of Natural History","43","1","1-47","The Brooksville 2 local fauna (Arikareean, latest Oligocene); Hernando County, Florida","1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124"," Journal Article","1158","B. J. MacFadden and J. L. Dobie","1998","Late Miocene three-toed horse Protohippus (Mammalia, Equidae) from southern Alabama","Journal of Paleontology","72","1","149-152","Late Miocene three-toed horse Protohippus (Mammalia, Equidae) from southern Alabama","1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125"," Journal Article","1157","J. A. Wilson","1956","Miocene formations and vertebrate biostratigraphic units, Texas coastal plain","Bulletin of the American Association of Petroleum Geologists","40","9","2233-2246","Miocene formations and vertebrate biostratigraphic units, Texas coastal plain","1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126"," Journal Article","1156","J. A. Baskin","1991","Early Pliocene horses from late Pleistocene fluvial deposits, Gulf Coastal Plain, south Texas","Journal of Paleontology","65","6","995-1006","Early Pliocene horses from late Pleistocene fluvial deposits, Gulf Coastal Plain, south Texas","1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127"," Journal Article","1155","W. W. Korth","2000c","Rediscovery of lost holotype of Monosaulax pansus (Rodentia, Castoridae)","Paludicola","2","4","279-281","Rediscovery of lost holotype of Monosaulax pansus (Rodentia, Castoridae)","1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
